Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company_ID,Company,Company_real,Computation,Appearance
NTT DoCoMo Sigmarion,1999-06-01,1999.416667,110,0.015594958,0.000523305,0.083582113,0.323741007,0.219512195,0.103174603,0.497953615,0.237704918,0.134060295,0.10746633,0.094827586,0.165320545,other,other,other,0.06625523025,0.21480506862500004
Qualcomm pdQ 1900,1999-06-01,1999.416667,111,0.000946074,3.17e-05,0.007547442,0.129496403,0.056910569,0.063492063,0.165075034,0.442622951,0.1533034,0.05813331,0.025646552,0.093387178,other,other,other,0.0254780985,0.13683503525000001
Qualcomm pdQ 800,1999-06-01,1999.416667,112,0.000946074,3.17e-05,0.007547442,0.129496403,0.056910569,0.063492063,0.165075034,0.442622951,0.1533034,0.05813331,0.025646552,0.093387178,other,other,other,0.0254780985,0.13683503525000001
3Com Palm IIIe,1999-07-01,1999.5,113,0.000946074,3.17e-05,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,other,other,other,0.01677037525,0.102611820125
Compaq Aero 8000,1999-07-01,1999.5,114,0.00778222,0.000261141,0.063572989,0.597122302,0.284552846,0.281746032,0.73260573,0.692622951,0.127645927,0.039333662,0.043103448,0.139323574,other,other,other,0.052734981,0.34984161225000004
Psion Series 5mx,1999-07-01,1999.5,115,0.00778222,0.000162829,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,other,other,other,0.05563678,0.181884714375
IBM WorkPad 30x,1999-08-01,1999.583333,116,0.001922666,3.17e-05,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,other,other,other,0.01701452325,0.102611820125
Compaq Aero 1530 / 1550,1999-09-01,1999.666667,117,0.00778222,0.000261141,0.034559759,0.165467626,0.056910569,0.142857143,0.19781719,0.336065574,0.04425914,0.039140955,0.067887931,0.315497224,other,other,other,0.089525086,0.13130076599999999
Handspring Visor Deluxe,1999-09-01,1999.666667,118,0.003875851,3.17e-05,0.007547442,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285,other,other,other,0.0175028195,0.10162256262500002
Handspring Visor Solo,1999-09-01,1999.666667,119,0.000946074,3.17e-05,0.007547442,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285,other,other,other,0.01677037525,0.10162256262500002
IBM Workpad 40u,1999-09-01,1999.666667,120,0.000946074,3.17e-05,0.007547442,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011853448,0.0681474,other,other,other,0.019168154,0.08924490824999999
3Com Palm Vx,1999-10-01,1999.75,121,0.003875851,3.17e-05,0.009548354,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931,0.0681474,other,other,other,0.02040082625,0.08921796862499999
HandEra TRGpro,1999-10-01,1999.75,122,0.003875851,3.17e-05,0.007547442,0.100719424,0.024390244,0.063492063,0.206002729,0.295081967,0.089159718,0.033038563,0.023706897,0.073952549,other,other,other,0.0213518855,0.104448950625
Oregon Scientific Osaris 16MB,1999-10-01,1999.75,123,0.00778222,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,other,other,other,0.0321221225,0.149506789375
Oregon Scientific Osaris 4MB,1999-10-01,1999.75,124,0.001922666,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,other,other,other,0.030657234000000002,0.149506789375
Oregon Scientific Osaris 8MB,1999-10-01,1999.75,125,0.003875851,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,other,other,other,0.03114553025,0.149506789375
Hewlett-Packard Jornada 430 / 430 SE,1999-11-01,1999.833333,126,0.00778222,0.000130058,0.06607413,0.129496403,0.056910569,0.142857143,0.204092769,0.329918033,0.107761386,0.042181444,0.040948276,0.17617365,other,other,other,0.06254001449999999,0.13177075287499998
Hewlett-Packard Jornada 690,1999-11-01,1999.833333,127,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,other,other,other,0.05884701975,0.21896367262500002
Hewlett-Packard Jornada 690e,1999-11-01,1999.833333,128,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,other,other,other,0.05884701975,0.21896367262500002
Psion Revo,1999-11-01,1999.833333,129,0.003875851,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,other,other,other,0.04392508925,0.138797661125
Sharp Telios HC-AJ2,1999-11-01,1999.833333,130,0.015594958,0.000392223,0.064073217,0.482014388,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.18753155,other,other,other,0.06689798699999999,0.338349062
Compaq Aero 2150 / 2160 / 2180,1999-12-01,1999.916667,131,0.011688589,0.000195599,0.034559759,0.165467626,0.056910569,0.142857143,0.214188267,0.348360656,0.089159718,0.039333662,0.043103448,0.139323574,other,other,other,0.04644188025,0.137422636125
NEC MobilePro 800,1999-12-01,1999.916667,132,0.015594958,0.000392223,0.065073674,0.553956835,0.284552846,0.281746032,0.650750341,0.573770492,0.134060295,0.258248935,0.231465517,0.156234225,other,other,other,0.05932377,0.37106891162500005
Philips Nino 500 / Nino 510 (Philips Atlantis),1999-12-01,1999.916667,133,0.00778222,0.000261141,0.0370609,0.143884892,0.056910569,0.142857143,0.219645293,0.348360656,0.08274535,0.037984712,0.035991379,0.157748612,other,other,other,0.050713218250000004,0.13354749925
Vadem Clio C-1050,1999-12-01,1999.916667,134,0.015594958,0.000392223,0.083582113,0.553956835,0.219512195,0.222222222,0.768076398,0.717213115,0.127645927,0.349699163,0.299784483,0.101716305,other,other,other,0.05032139975,0.40726379225
Casio Cassiopeia E-105,2000-01-01,2000.0,135,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862,0.154972236,other,other,other,0.058975502250000006,0.13335263575
Palm IIIc,2000-02-01,2000.083333,136,0.003875851,3.17e-05,0.009548354,0.115107914,0.024390244,0.063492063,0.19781719,0.319672131,0.069916613,0.027086054,0.028017241,0.060575467,other,other,other,0.018507843,0.10568743125
Palm IIIxe,2000-02-01,2000.083333,137,0.003875851,3.17e-05,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,other,other,other,0.0175028195,0.102611820125
Ericsson MC218,2000-03-01,2000.166667,138,0.00778222,0.000195599,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,other,other,other,0.0556449725,0.181884714375
IBM WorkPad c3,2000-03-01,2000.166667,139,0.003875851,3.17e-05,0.009548354,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931,0.0681474,other,other,other,0.02040082625,0.08921796862499999
NEC MobilePro 780,2000-03-01,2000.166667,140,0.015594958,0.000392223,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153017241,0.100706714,other,other,other,0.050069002,0.282128164625
Psion Series 7,2000-03-01,2000.166667,141,0.00778222,0.000261141,0.065929064,0.431654676,0.219512195,0.222222222,0.623465211,0.545081967,0.198203977,0.329400681,0.234913793,0.149671883,other,other,other,0.055911077,0.35055684025
Sharp Telios VJ1C,2000-03-01,2000.166667,142,0.015594958,0.000392223,0.064073217,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,other,other,other,0.07503781525,0.2897147715
Casio Cassiopeia E-115,2000-05-01,2000.333333,143,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.035522343,0.026724138,0.17617365,other,other,other,0.06427585575,0.131188330375
Casio Cassiopeia E-125,2000-05-01,2000.333333,144,0.015594958,0.000261141,0.074578008,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862,0.154972236,other,other,other,0.06135158575000001,0.13335263575
NEC MobilePro 880,2000-06-01,2000.416667,145,0.015594958,0.000392223,0.083582113,0.553956835,0.284552846,0.281746032,0.650750341,0.573770492,0.134060295,0.258248935,0.24137931,0.156234225,other,other,other,0.06395087975,0.37230813575000005
Compaq iPAQ H3130 / H3135 / H3150,2000-07-01,2000.5,146,0.00778222,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.039333662,0.043103448,0.139323574,other,other,other,0.062489429,0.12961557562499998
Hewlett-Packard Jornada 545,2000-07-01,2000.5,147,0.00778222,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612,other,other,other,0.05796652575,0.12532520525
Hewlett-Packard Jornada 547 / 548,2000-07-01,2000.5,148,0.015594958,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612,other,other,other,0.05991971025,0.12532520525
Sony Clie PEG-S500C,2000-07-01,2000.5,149,0.003875851,6.45e-05,0.009548354,0.115107914,0.024390244,0.063492063,0.175716235,0.269262295,0.05837075,0.017022461,0.013146552,0.060575467,other,other,other,0.018516043,0.09206356425000002
Compaq iPAQ H3630 / H3635 / H3650,2000-08-01,2000.583333,150,0.015594958,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.324304649,0.276939655,0.140333165,other,other,other,0.06469501125,0.194466474875
Palm m100,2000-08-01,2000.583333,151,0.000946074,3.17e-05,0.007547442,0.079136691,0.024390244,0.063492063,0.198362892,0.28442623,0.078255292,0.027300173,0.013943966,0.095153963,other,other,other,0.02591979475,0.096163443875
Casio Cassiopeia EM-500,2000-09-01,2000.666667,152,0.00778222,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.206002729,0.323770492,0.076330981,0.051988095,0.050646552,0.17617365,other,other,other,0.06469875475,0.1297503705
Diamond Mako,2000-09-01,2000.666667,153,0.003875851,0.000261141,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,other,other,other,0.04395786,0.138797661125
Hewlett-Packard Jornada 720,2000-09-01,2000.666667,154,0.015594958,0.000523305,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,other,other,other,0.06804172350000001,0.21896367262500002
Psion Revo Plus,2000-09-01,2000.666667,155,0.00778222,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,other,other,other,0.0449016815,0.138797661125
Handspring Visor Platinum,2000-10-01,2000.75,156,0.003875851,3.17e-05,0.016051319,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285,other,other,other,0.01962878875,0.10162256262500002
Handspring Visor Prism,2000-10-01,2000.75,157,0.003875851,3.17e-05,0.016051319,0.122302158,0.024390244,0.063492063,0.190177353,0.298770492,0.089159718,0.030340663,0.029310345,0.057546694,other,other,other,0.019376391,0.1059928795
Hewlett-Packard Jornada 710,2000-10-01,2000.75,158,0.015594958,0.000392223,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,other,other,other,0.06800895300000001,0.21896367262500002
Sharp Telios HC-AJ3,2000-11-01,2000.833333,159,0.015594958,0.000523305,0.073577551,0.482014388,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.18753155,other,other,other,0.06930684100000001,0.338349062
Casio Cassiopeia IT-700M30E,2000-12-01,2000.916667,160,0.015594958,0.000523305,0.074578008,0.143884892,0.056910569,0.142857143,0.227830832,0.483606557,0.140474663,0.045371818,0.049568966,0.17617365,other,other,other,0.06671748024999999,0.16131318
Hewlett-Packard Jornada 520 / 525,2000-12-01,2000.916667,161,0.00778222,0.000261141,0.06607413,0.129496403,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.036637931,0.17617365,other,other,other,0.06257278525,0.12271845449999999
Sharp Telios VJ2C,2000-12-01,2000.916667,162,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,other,other,other,0.07744666925,0.2897147715
Casio Cassiopeia EG-800,2001-01-01,2001.0,163,0.015594958,0.000523305,0.074578008,0.129496403,0.056910569,0.142857143,0.214188267,0.352459016,0.121231559,0.028713359,0.028017241,0.17617365,other,other,other,0.06671748024999999,0.13423419462499997
Psion Series 5mx Pro,2001-01-01,2001.0,164,0.015594958,0.000261141,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,other,other,other,0.057614542500000004,0.181884714375
Sharp Telios HC-7000,2001-01-01,2001.0,165,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,other,other,other,0.07744666925,0.2897147715
Kyocera QCP 6035,2001-02-01,2001.083333,166,0.003875851,3.17e-05,0.007547442,0.057553957,0.024390244,0.063492063,0.155525239,0.382131148,0.100705581,0.032717384,0.031896552,0.114588592,other,other,other,0.03151089625,0.106051521
NEC MobilePro 790,2001-02-01,2001.083333,167,0.015594958,0.000654388,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153232759,0.100706714,other,other,other,0.05013454325,0.282155104375
Compaq iPAQ H3660 / H3670,2001-03-01,2001.166667,168,0.031220435,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.022198276,0.152195861,other,other,other,0.0715670545,0.12546612524999998
CyberBank PC-EPhone,2001-03-01,2001.166667,169,0.00778222,0.000523305,0.102590781,0.165467626,0.219512195,0.222222222,0.263301501,0.319672131,0.108402822,0.123525255,0.127155172,0.315497224,other,other,other,0.1065983825,0.19365736549999998
Handspring Visor Edge,2001-03-01,2001.166667,170,0.003875851,3.17e-05,0.016051319,0.107913669,0.024390244,0.063492063,0.19781719,0.286885246,0.031430404,0.012697257,0.01637931,0.064866229,other,other,other,0.02120627475,0.092625672875
Palm m105,2001-03-01,2001.166667,171,0.003875851,3.17e-05,0.007547442,0.079136691,0.024390244,0.063492063,0.198362892,0.28442623,0.078255292,0.027300173,0.014008621,0.095153963,other,other,other,0.026652238999999998,0.09617152575
Palm m500,2001-03-01,2001.166667,172,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.19154161,0.266803279,0.035920462,0.012483138,0.0125,0.08404846,other,other,other,0.026010032500000002,0.086682716375
Palm m505,2001-03-01,2001.166667,173,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.192360164,0.26557377,0.04233483,0.014388797,0.01637931,0.08404846,other,other,other,0.026010032500000002,0.088156264125
HandEra 330,2001-04-01,2001.25,174,0.003875851,3.17e-05,0.016051319,0.136690647,0.056910569,0.142857143,0.203274216,0.295081967,0.069916613,0.026229578,0.023060345,0.168096921,other,other,other,0.04701394775000001,0.11925263474999999
Sony Clie PEG-N710C,2001-05-01,2001.333333,175,0.003875851,6.45e-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021594828,0.250630994,other,other,other,0.067655666,0.115989289375
Abocom X-Pilot,2001-06-01,2001.416667,176,0.062471389,0.000523305,0.102590781,0.625899281,0.284552846,0.281746032,0.746248295,0.766393443,0.101988454,0.432862985,0.331896552,0.129732458,other,other,other,0.07382948325,0.446448486
Siemens Gigaset CL4 SIMpad,2001-06-01,2001.416667,177,0.015594958,0.000261141,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.191810345,0.18753155,other,other,other,0.0764946075,0.36217525400000006
Sony Clie PEG-N610C,2001-06-01,2001.416667,178,0.003875851,6.45e-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021551724,0.250630994,other,other,other,0.067655666,0.115983901375
Telekom T-SinusPad,2001-06-01,2001.416667,179,0.015594958,0.000261141,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.191810345,0.18753155,other,other,other,0.0764946075,0.36217525400000006
ViewSonic ViewPad 100,2001-06-01,2001.416667,180,0.062471389,0.000523305,0.102590781,0.582733813,0.284552846,0.281746032,0.937244202,0.631147541,0.04425914,0.188339079,0.224137931,0.14437153,other,other,other,0.07748925125,0.39677007299999995
NTT DoCoMo Sigmarion II.,2001-07-01,2001.5,181,0.015594958,0.000523305,0.099589413,0.323741007,0.219512195,0.103174603,0.497953615,0.237704918,0.134060295,0.089994219,0.08512931,0.358909642,other,other,other,0.11865432949999999,0.21140877025000002
Sony Clie PEG-S320,2001-08-01,2001.583333,182,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.181446112,0.282786885,0.057087877,0.018221528,0.013146552,0.08404846,other,other,other,0.026010032500000002,0.0908627745
Toshiba Genio e550,2001-08-01,2001.583333,183,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.323328786,0.116803279,0.073123797,0.026850524,0.026724138,0.17617365,other,other,other,0.0737206735,0.112011829875
Handspring Visor Neo,2001-09-01,2001.666667,184,0.003875851,3.17e-05,0.016051319,0.107913669,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020474138,0.064866229,other,other,other,0.02120627475,0.100777161375
Handspring Visor Pro,2001-09-01,2001.666667,185,0.00778222,3.17e-05,0.016051319,0.107913669,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.021982759,0.064866229,other,other,other,0.022182867000000002,0.100965739
Palm m125,2001-09-01,2001.666667,186,0.003875851,6.45e-05,0.016051319,0.079136691,0.024390244,0.063492063,0.198362892,0.299180328,0.101988454,0.036079053,0.019612069,0.095153963,other,other,other,0.02878640825,0.10278022425
Siemens SX45,2001-09-01,2001.666667,187,0.015594958,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.219645293,0.35,0.130853111,0.056912832,0.050646552,0.17617365,other,other,other,0.06665193925,0.142165237875
Acer s10,2001-10-01,2001.75,188,0.00778222,0.000130058,0.016051319,0.107913669,0.024390244,0.063492063,0.192360164,0.290983607,0.04425914,0.016273045,0.017241379,0.064866229,other,other,other,0.0222074565,0.094614163875
